step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
386,139624,1544,0.023589385585691,1.0,1.0,,,,,,,,,
387,139980,1548,0.02907025285718141,0.5,0.5,,,,,,,,,
388,140368,1552,0.023855542559274506,1.0,1.0,,,,,,,,,
389,140724,1556,0.026486973131378586,1.0,1.0,,,,,,,,,
390,141144,1560,0.018917383310782153,0.5,0.5,,,,,,,,,
391,141468,1564,0.027127874405125364,1.0,1.0,,,,,,,,,
392,141792,1568,0.025638889987804024,0.75,0.75,,,,,,,,,
393,142148,1572,0.024152902060704494,0.75,0.75,0.026407923974256765,0.75,0.75,,,,,,
394,142472,1576,0.026457858231543552,1.0,1.0,,,,,,,,,
395,142860,1580,0.023149053536880192,1.0,1.0,,,,,,,,,
396,143216,1584,0.020049462512674854,1.0,1.0,,,,,,,,,
397,143636,1588,0.0201087286425384,1.0,1.0,,,,,,,,,
398,143992,1592,0.025610242316673623,0.75,0.75,,,,,,,,,
399,144444,1596,0.02443864624464988,0.75,0.75,,,,,,,,,
400,144800,1600,0.02879427102991344,0.75,0.75,,,,,,,,,
401,145188,1604,0.020803320424930324,1.0,1.0,0.02097600370007655,0.75,0.75,,,,,,
402,145512,1608,0.026158366426364894,0.75,0.75,,,,,,,,,
403,145804,1612,0.027290904247034828,1.0,1.0,,,,,,,,,
404,146128,1616,0.025639365679077757,0.75,0.75,,,,,,,,,
405,146484,1620,0.026981511222450585,0.5,0.5,,,,,,,,,
406,146840,1624,0.021704562712535926,0.75,0.75,,,,,,,,,
407,147196,1628,0.020139200925804113,0.75,0.75,,,,,,,,,
408,147520,1632,0.026574174180002897,0.75,0.75,,,,,,,,,
409,148292,1636,0.012606199274550834,0.75,0.75,0.03557591502966921,0.25,0.25,,,,,,
410,148616,1640,0.02404419942094262,0.75,0.75,,,,,,,,,
411,149004,1644,0.018951239734263485,1.0,1.0,,,,,,,,,
412,149360,1648,0.018881243731161002,1.0,1.0,,,,,,,,,
413,149716,1652,0.0324270613345345,0.75,0.75,,,,,,,,,
414,150104,1656,0.019758964773711567,1.0,1.0,,,,,,,,,
415,150396,1660,0.02638831370491563,1.0,1.0,,,,,,,,,
416,150784,1664,0.01804712970379678,0.75,0.75,,,,,,,,,
417,151172,1668,0.022163151738215425,1.0,1.0,0.02667733835465433,0.75,0.75,,,,,,
418,151528,1672,0.026249108804128528,1.0,1.0,,,,,,,,,
419,151916,1676,0.023974692810930526,1.0,1.0,,,,,,,,,
420,152336,1680,0.020226231103545426,0.75,0.75,,,,,,,,,
421,152628,1684,0.027953413037223526,0.75,0.75,,,,,,,,,
422,153048,1688,0.020928690779775667,0.75,0.75,,,,,,,,,
423,153404,1692,0.028111521453912023,1.0,1.0,,,,,,,,,
424,153760,1696,0.022582424450483852,1.0,1.0,,,,,,,,,
425,154180,1700,0.01809455494247455,0.75,0.75,0.023227141927211592,1.0,1.0,,,,,,
426,154536,1704,0.030216343667419154,0.75,0.75,,,,,,,,,
427,154924,1708,0.02624595577430537,0.75,0.75,,,,,,,,,
428,155280,1712,0.021960213442425925,1.0,1.0,,,,,,,,,
429,155540,1716,0.03784038979662409,0.75,0.75,,,,,,,,,
430,155896,1720,0.022183142982835205,1.0,1.0,,,,,,,,,
431,156188,1724,0.02618919765675161,1.0,1.0,,,,,,,,,
432,156480,1728,0.027877361198325727,0.5,0.5,,,,,,,,,
433,156836,1732,0.024500867873136167,1.0,1.0,0.02035780155122874,1.0,1.0,,,,,,
434,157096,1736,0.024764469997086064,1.0,1.0,,,,,,,,,
435,157420,1740,0.02337090354360382,0.75,0.75,,,,,,,,,
436,157776,1744,0.020024024943629554,1.0,1.0,,,,,,,,,
437,158164,1748,0.023900263309624498,0.75,0.75,,,,,,,,,
438,158520,1752,0.025274609828306805,0.75,0.75,,,,,,,,,
439,158876,1756,0.022048243090801056,1.0,1.0,,,,,,,,,
440,159264,1760,0.02534346378365768,0.75,0.75,,,,,,,,,
441,159556,1764,0.02357340518246193,1.0,1.0,0.030447108665495506,0.25,0.25,,,,,,
442,159848,1768,0.02626294640667488,0.75,0.75,,,,,,,,,
443,160236,1772,0.02276292001503237,0.75,0.75,,,,,,,,,
444,160624,1776,0.026360257394937317,0.75,0.75,,,,,,,,,
445,160948,1780,0.029344854891953976,0.75,0.75,,,,,,,,,
446,161368,1784,0.02442470070151836,0.75,0.75,,,,,,,,,
447,161756,1788,0.026380140582069486,0.75,0.75,,,,,,,,,
448,162112,1792,0.021912379878291508,1.0,1.0,,,,,,,,,
449,162724,1796,0.011750216524612047,1.0,1.0,0.027258841440027076,1.0,1.0,,,,,,
450,163112,1800,0.022208292378373354,1.0,1.0,,,,,,,,,
451,163468,1804,0.01904126808783227,1.0,1.0,,,,,,,,,
452,163760,1808,0.026181188820006727,1.0,1.0,,,,,,,,,
453,164116,1812,0.02127180832602743,1.0,1.0,,,,,,,,,
454,164536,1816,0.018282870887181443,0.75,0.75,,,,,,,,,
455,164828,1820,0.03468382863459943,0.5,0.5,,,,,,,,,
456,165216,1824,0.02179760046148919,1.0,1.0,,,,,,,,,
457,165540,1828,0.02529571841668462,1.0,1.0,0.03256139109794206,0.5,0.5,,,,,,
458,165928,1832,0.02815964719034217,0.75,0.75,,,,,,,,,
459,166252,1836,0.02227638703693714,0.75,0.75,,,,,,,,,
460,166576,1840,0.021517962635238135,1.0,1.0,,,,,,,,,
461,166868,1844,0.016840871080642014,1.0,1.0,,,,,,,,,
462,167224,1848,0.026606432351051645,1.0,1.0,,,,,,,,,
463,167548,1852,0.03331568204672127,0.75,0.75,,,,,,,,,
464,167808,1856,0.019907319221198955,1.0,1.0,,,,,,,,,
465,168132,1860,0.018157885464882555,1.0,1.0,0.02435230416193261,1.0,1.0,,,,,,
466,168552,1864,0.024522874531352292,0.75,0.75,,,,,,,,,
467,168844,1868,0.03463928808946068,0.5,0.5,,,,,,,,,
468,169232,1872,0.023101966182724153,0.75,0.75,,,,,,,,,
469,169588,1876,0.033191955433140276,0.75,0.75,,,,,,,,,
470,169976,1880,0.024738693946689757,0.75,0.75,,,,,,,,,
471,170300,1884,0.0365315157893545,0.5,0.5,,,,,,,,,
472,170656,1888,0.023465843158615718,1.0,1.0,,,,,,,,,
473,171076,1892,0.01634585528591004,1.0,1.0,0.027236054330460793,0.5,0.5,,,,,,
474,171464,1896,0.02912701329691068,0.75,0.75,,,,,,,,,
475,171724,1900,0.028586826790561747,0.75,0.75,,,,,,,,,
476,172080,1904,0.020857766818995562,0.75,0.75,,,,,,,,,
477,172436,1908,0.025568533507154347,0.75,0.75,,,,,,,,,
478,172728,1912,0.02261534152267435,1.0,1.0,,,,,,,,,
479,173052,1916,0.023564322046231184,1.0,1.0,,,,,,,,,
480,173440,1920,0.026771463821348335,0.75,0.75,,,,,,,,,
481,173828,1924,0.02854161408850184,0.5,0.5,0.02334915212757463,0.75,0.75,,,,,,
482,174184,1928,0.020850442231968667,0.75,0.75,,,,,,,,,
483,174604,1932,0.028067434944378696,0.75,0.75,,,,,,,,,
484,174960,1936,0.02519349153090739,1.0,1.0,,,,,,,,,
485,175284,1940,0.022728621884585437,0.75,0.75,,,,,,,,,
486,175608,1944,0.026287734722657774,0.75,0.75,,,,,,,,,
487,175964,1948,0.019905852968083972,1.0,1.0,,,,,,,,,
488,176288,1952,0.026578542393717475,1.0,1.0,,,,,,,,,
489,176676,1956,0.01785512036844745,1.0,1.0,0.022634634713884258,1.0,1.0,,,,,,
490,177064,1960,0.024909835432725763,0.75,0.75,,,,,,,,,
491,177388,1964,0.030030370890237808,0.5,0.5,,,,,,,,,
492,177648,1968,0.022279136350764634,1.0,1.0,,,,,,,,,
493,178068,1972,0.027096118601337718,0.75,0.75,,,,,,,,,
494,178360,1976,0.021536946200551736,0.75,0.75,,,,,,,,,
495,178652,1980,0.023771592114968963,1.0,1.0,,,,,,,,,
496,179072,1984,0.025426322768890654,0.5,0.5,,,,,,,,,
497,179396,1988,0.026765364249669032,0.75,0.75,0.03412120535973377,0.25,0.25,,,,,,
498,179784,1992,0.027236078980421727,0.5,0.5,,,,,,,,,
499,180172,1996,0.02207939749818079,0.75,0.75,,,,,,,,,
500,180528,2000,0.03513825617135061,0.25,0.25,,,,,,,,,
501,180852,2004,0.02426233934011458,1.0,1.0,,,,,,,,,
502,181240,2008,0.027852167387313564,0.75,0.75,,,,,,,,,
503,181564,2012,0.021604861018243125,0.75,0.75,,,,,,,,,
504,181824,2016,0.023532402985815902,1.0,1.0,,,,,,,,,
505,182244,2020,0.022572753412686723,1.0,1.0,0.02409915817625053,0.75,0.75,,,,,,
506,182568,2024,0.024191058062099702,0.5,0.5,,,,,,,,,
507,182892,2028,0.03107426248737366,0.75,0.75,,,,,,,,,
508,183280,2032,0.030630256648183165,0.5,0.5,,,,,,,,,
509,183572,2036,0.03163645815095969,0.75,0.75,,,,,,,,,
510,183992,2040,0.02552917581828923,1.0,1.0,,,,,,,,,
511,184412,2044,0.02375029354120892,1.0,1.0,,,,,,,,,
512,184768,2048,0.03052530416354283,0.75,0.75,,,,,,,,,
513,185220,2052,0.028697436826694626,0.5,0.5,0.025781940377333352,0.5,0.5,,,,,,
514,185544,2056,0.022069068999698144,1.0,1.0,,,,,,,,,
515,185964,2060,0.023176777992129062,0.75,0.75,,,,,,,,,
516,186256,2064,0.03430319934167099,0.75,0.75,,,,,,,,,
517,186644,2068,0.017674911562746635,1.0,1.0,,,,,,,,,
518,187032,2072,0.022304299096219823,0.75,0.75,,,,,,,,,
519,187356,2076,0.020542422037881578,1.0,1.0,,,,,,,,,
520,187808,2080,0.02595422296989753,0.5,0.5,,,,,,,,,
521,188132,2084,0.024413493122211888,1.0,1.0,0.02753528621580292,0.75,0.75,,,,,,
522,188456,2088,0.023463225735464315,0.75,0.75,,,,,,,,,
523,188876,2092,0.029786877119144167,0.75,0.75,,,,,,,,,
524,189200,2096,0.018562150753227216,1.0,1.0,,,,,,,,,
525,189588,2100,0.021299413316970352,1.0,1.0,,,,,,,,,
526,189816,2104,0.03273679403685735,1.0,1.0,,,,,,,,,
527,190172,2108,0.019326773434786292,1.0,1.0,,,,,,,,,
528,190592,2112,0.024616100936803602,1.0,1.0,,,,,,,,,
529,190980,2116,0.0289311942919295,0.75,0.75,0.026260358834846953,0.5,0.5,,,,,,
530,191336,2120,0.024494698816030062,0.75,0.75,,,,,,,,,
531,191628,2124,0.019930702962399568,1.0,1.0,,,,,,,,,
532,192048,2128,0.022720075428285642,1.0,1.0,,,,0.8053691387176514,0.8125,0.3333333333333333,0.8428904428904429,0.6623450256647592,0.4727272727272727
533,192372,2132,0.031020213276177534,0.75,0.75,,,,,,,,,
534,192760,2136,0.025881525005334277,1.0,1.0,,,,,,,,,
535,193148,2140,0.019051822346816887,0.75,0.75,,,,,,,,,
536,193504,2144,0.026153477197713885,1.0,1.0,,,,,,,,,
537,193924,2148,0.02017399200254443,1.0,1.0,0.03741714247957134,0.5,0.5,,,,,,
538,194312,2152,0.01991196538904135,0.75,0.75,,,,,,,,,
539,194700,2156,0.02684235500945445,0.5,0.5,,,,,,,,,
540,195024,2160,0.01765691374547697,1.0,1.0,,,,,,,,,
541,195380,2164,0.022646107930187606,0.75,0.75,,,,,,,,,
542,195704,2168,0.025278216221729054,0.75,0.75,,,,,,,,,
543,196028,2172,0.022409236777777203,1.0,1.0,,,,,,,,,
544,196448,2176,0.023905995423619212,1.0,1.0,,,,,,,,,
545,196740,2180,0.025482847788888388,0.75,0.75,0.027534925969483388,0.75,0.75,,,,,,
546,197128,2184,0.02360190714501857,1.0,1.0,,,,,,,,,
547,197484,2188,0.02614634756419151,0.75,0.75,,,,,,,,,
548,197840,2192,0.01922463203021165,1.0,1.0,,,,,,,,,
549,198164,2196,0.02725786849266455,0.75,0.75,,,,,,,,,
550,198584,2200,0.018635343859197885,1.0,1.0,,,,,,,,,
551,198940,2204,0.019543768908427395,1.0,1.0,,,,,,,,,
552,199232,2208,0.027046481918552148,0.75,0.75,,,,,,,,,
553,199556,2212,0.02730887685931127,1.0,1.0,0.026903816461379768,0.75,0.75,,,,,,
554,199912,2216,0.021419606342249105,1.0,1.0,,,,,,,,,
555,200332,2220,0.021936057902897748,0.75,0.75,,,,,,,,,
556,200656,2224,0.029793065551988324,0.75,0.75,,,,,,,,,
557,201044,2228,0.01916150772682473,1.0,1.0,,,,,,,,,
558,201464,2232,0.019672952696340656,1.0,1.0,,,,,,,,,
559,201820,2236,0.02054425099333793,1.0,1.0,,,,,,,,,
560,202208,2240,0.024321896716112984,0.75,0.75,,,,,,,,,
561,202564,2244,0.017489756574083245,1.0,1.0,0.03277338662750461,0.75,0.75,,,,,,
562,202888,2248,0.022349199384834033,1.0,1.0,,,,,,,,,
563,203340,2252,0.017401222122462652,1.0,1.0,,,,,,,,,
564,203632,2256,0.028650014250154385,1.0,1.0,,,,,,,,,
565,203956,2260,0.026213156928107568,0.75,0.75,,,,,,,,,
566,204344,2264,0.023223823488500744,1.0,1.0,,,,,,,,,
567,204764,2268,0.021490735786397076,1.0,1.0,,,,,,,,,
568,205152,2272,0.02954003876920401,0.75,0.75,,,,,,,,,
569,205540,2276,0.024714768325961128,0.75,0.75,0.023588417141191795,1.0,1.0,,,,,,
570,205928,2280,0.019941262378889286,1.0,1.0,,,,,,,,,
571,206252,2284,0.024152493996347602,1.0,1.0,,,,,,,,,
572,206672,2288,0.0208847145278898,1.0,1.0,,,,,,,,,
573,207028,2292,0.018690337571916377,1.0,1.0,,,,,,,,,
574,207384,2296,0.02146153759892623,1.0,1.0,,,,,,,,,
575,207740,2300,0.01391606802371675,1.0,1.0,,,,,,,,,
576,208032,2304,0.021436194827910066,1.0,1.0,,,,,,,,,
577,208484,2308,0.015768782184864216,0.75,0.75,0.022683029595983353,0.75,0.75,,,,,,
578,208840,2312,0.020909631427026922,1.0,1.0,,,,,,,,,
579,209324,2316,0.018097572806691976,1.0,1.0,,,,,,,,,
580,209648,2320,0.01771924757758281,1.0,1.0,,,,,,,,,
581,209972,2324,0.02394432392425187,1.0,1.0,,,,,,,,,
582,210392,2328,0.01979480020974991,1.0,1.0,,,,,,,,,
583,210748,2332,0.02740785828043134,0.75,0.75,,,,,,,,,
584,211136,2336,0.02351511962876593,1.0,1.0,,,,,,,,,
585,211492,2340,0.020349280728187293,1.0,1.0,0.021230530638961367,1.0,1.0,,,,,,
586,211880,2344,0.0232454330830721,0.75,0.75,,,,,,,,,
587,212236,2348,0.01935157397200253,1.0,1.0,,,,,,,,,
588,212592,2352,0.029159153593654116,0.75,0.75,,,,,,,,,
589,212980,2356,0.020055645230748192,0.75,0.75,,,,,,,,,
590,213272,2360,0.02755604952316444,0.75,0.75,,,,,,,,,
591,213628,2364,0.02491166535523998,0.5,0.5,,,,,,,,,
592,213952,2368,0.01936288690869196,1.0,1.0,,,,,,,,,
593,214340,2372,0.02843554408846138,0.75,0.75,0.02792027243542907,0.5,0.5,,,,,,
594,214728,2376,0.02345436209235703,1.0,1.0,,,,,,,,,
595,215116,2380,0.020543674395039246,1.0,1.0,,,,,,,,,
596,215568,2384,0.019292585115541876,0.75,0.75,,,,,,,,,
597,215924,2388,0.034858499035714675,0.5,0.5,,,,,,,,,
598,216184,2392,0.02006922632083575,1.0,1.0,,,,,,,,,
599,216572,2396,0.021943607452286327,1.0,1.0,,,,,,,,,
600,216960,2400,0.018751381066081305,1.0,1.0,,,,,,,,,
601,217316,2404,0.027419238625607942,0.5,0.5,0.026459111033595262,0.75,0.75,,,,,,
602,217672,2408,0.018153388090521458,0.75,0.75,,,,,,,,,
603,218060,2412,0.02058727630422143,1.0,1.0,,,,,,,,,
604,218352,2416,0.02261014008854546,1.0,1.0,,,,,,,,,
605,218708,2420,0.0203064250075714,1.0,1.0,,,,,,,,,
606,219096,2424,0.023038401123055125,1.0,1.0,,,,,,,,,
607,219420,2428,0.038386328536647196,0.5,0.5,,,,,,,,,
608,219744,2432,0.030442187767485564,0.75,0.75,,,,,,,,,
609,220036,2436,0.0258101106731458,1.0,1.0,0.02305764226078966,1.0,1.0,,,,,,
610,220328,2440,0.031181282404002014,1.0,1.0,,,,,,,,,
611,220684,2444,0.020326490578051137,1.0,1.0,,,,,,,,,
612,221040,2448,0.022203075208873838,1.0,1.0,,,,,,,,,
613,221396,2452,0.022637511940972136,1.0,1.0,,,,,,,,,
614,221720,2456,0.035420353755332715,0.75,0.75,,,,,,,,,
615,222012,2460,0.022750882150003263,0.75,0.75,,,,,,,,,
616,222336,2464,0.020873507939243707,0.75,0.75,,,,,,,,,
617,222756,2468,0.01919770657912536,0.75,0.75,0.03219084039774897,0.5,0.5,,,,,,
618,223144,2472,0.02230405446086077,1.0,1.0,,,,,,,,,
619,223500,2476,0.02319439018299635,1.0,1.0,,,,,,,,,
620,223792,2480,0.03207824742406785,0.5,0.5,,,,,,,,,
621,224148,2484,0.028345492639811263,0.75,0.75,,,,,,,,,
622,224536,2488,0.019337930690097902,1.0,1.0,,,,,,,,,
623,224924,2492,0.025096411997144043,0.5,0.5,,,,,,,,,
624,225248,2496,0.020974124561309183,1.0,1.0,,,,,,,,,
625,225604,2500,0.024118335100114126,1.0,1.0,0.023987533541952478,0.75,0.75,,,,,,
626,225992,2504,0.023667005256048698,1.0,1.0,,,,,,,,,
627,226284,2508,0.020904920556805325,1.0,1.0,,,,,,,,,
628,226640,2512,0.021374173053163675,1.0,1.0,,,,,,,,,
629,226996,2516,0.02626185649824966,0.75,0.75,,,,,,,,,
630,227416,2520,0.021418281824819682,1.0,1.0,,,,,,,,,
631,227772,2524,0.019054173979128817,1.0,1.0,,,,,,,,,
632,228224,2528,0.019953272124154414,0.75,0.75,,,,,,,,,
633,228516,2532,0.024560522251883897,1.0,1.0,0.03314344789952621,0.75,0.75,,,,,,
634,228840,2536,0.021257934045612242,1.0,1.0,,,,,,,,,
635,229228,2540,0.021151730096479786,1.0,1.0,,,,,,,,,
636,229552,2544,0.02269248510551585,0.75,0.75,,,,,,,,,
637,229940,2548,0.024081209298055305,0.75,0.75,,,,,,,,,
638,230296,2552,0.02013313933507631,1.0,1.0,,,,,,,,,
639,230812,2556,0.01850282430323697,1.0,1.0,,,,,,,,,
640,231232,2560,0.02470764638905763,0.75,0.75,,,,,,,,,
641,231684,2564,0.021830183680121528,0.75,0.75,0.02270655637426133,0.5,0.5,,,,,,
642,232008,2568,0.024446510864319253,1.0,1.0,,,,,,,,,
643,232364,2572,0.026010635902498715,1.0,1.0,,,,,,,,,
644,232720,2576,0.02098798769050045,1.0,1.0,,,,,,,,,
645,233076,2580,0.02156693077199141,1.0,1.0,,,,,,,,,
646,233400,2584,0.029842491163857517,0.75,0.75,,,,,,,,,
647,233724,2588,0.018305488229929518,0.75,0.75,,,,,,,,,
648,234080,2592,0.04232807175174763,0.75,0.75,,,,,,,,,
649,234468,2596,0.022655860922975005,1.0,1.0,0.020796593263438547,1.0,1.0,,,,,,
650,235080,2600,0.015944513997534254,1.0,1.0,,,,,,,,,
651,235436,2604,0.019150856751813182,1.0,1.0,,,,,,,,,
652,235728,2608,0.01745263673355946,1.0,1.0,,,,,,,,,
653,236020,2612,0.02242178891584128,0.75,0.75,,,,,,,,,
654,236408,2616,0.022140753818895447,1.0,1.0,,,,,,,,,
655,236860,2620,0.024406600421842308,1.0,1.0,,,,,,,,,
656,237216,2624,0.01886129549831207,1.0,1.0,,,,,,,,,
657,237636,2628,0.02141825940391469,1.0,1.0,0.0237966050978268,1.0,1.0,,,,,,
658,237928,2632,0.026982294218545286,1.0,1.0,,,,,,,,,
659,238284,2636,0.021862955801391783,1.0,1.0,,,,,,,,,
660,238608,2640,0.022619868753602272,0.75,0.75,,,,,,,,,
661,238964,2644,0.022793412556342506,1.0,1.0,,,,,,,,,
662,239288,2648,0.027376548633429365,0.5,0.5,,,,,,,,,
663,239580,2652,0.029911448992026454,0.75,0.75,,,,,,,,,
664,239968,2656,0.018312401580445236,1.0,1.0,,,,,,,,,
665,240260,2660,0.03569262896071775,0.75,0.75,0.025785232017783117,0.75,0.75,,,,,,
666,240584,2664,0.022581769239096702,0.75,0.75,,,,,,,,,
667,240908,2668,0.029663498693564366,0.75,0.75,,,,,,,,,
668,241264,2672,0.019870204495778435,1.0,1.0,,,,,,,,,
669,241620,2676,0.020393125231374206,1.0,1.0,,,,,,,,,
670,241944,2680,0.02340099311199356,1.0,1.0,,,,,,,,,
671,243260,2684,0.01701312222291897,0.75,0.75,,,,,,,,,
672,243584,2688,0.02056985621897725,1.0,1.0,,,,,,,,,
673,243876,2692,0.023230842473379247,0.75,0.75,0.03256843786189575,0.5,0.5,,,,,,
674,244232,2696,0.02041419867884939,1.0,1.0,,,,,,,,,
675,245004,2700,0.012723417601651028,1.0,1.0,,,,,,,,,
676,245328,2704,0.04234536047721203,0.25,0.25,,,,,,,,,
677,245652,2708,0.027249311904146777,1.0,1.0,,,,,,,,,
678,246040,2712,0.023249377107953894,1.0,1.0,,,,,,,,,
679,246492,2716,0.01787915130913133,1.0,1.0,,,,,,,,,
680,246848,2720,0.02167419911565441,0.75,0.75,,,,,,,,,
681,247172,2724,0.01588324375298204,1.0,1.0,0.023286009963962136,0.75,0.75,,,,,,
682,247496,2728,0.027107533314350462,0.75,0.75,,,,,,,,,
683,247820,2732,0.0387410841897594,0.75,0.75,,,,,,,,,
684,248144,2736,0.02030040001498056,1.0,1.0,,,,,,,,,
685,248596,2740,0.019580546917529428,1.0,1.0,,,,,,,,,
686,248920,2744,0.023519684771411052,1.0,1.0,,,,,,,,,
687,249244,2748,0.02041904084505141,1.0,1.0,,,,,,,,,
688,249600,2752,0.02099041729757861,1.0,1.0,,,,,,,,,
689,249956,2756,0.03162215025219966,0.5,0.5,0.025085821103867565,1.0,1.0,,,,,,
690,250376,2760,0.02062842710165887,0.75,0.75,,,,,,,,,
691,250732,2764,0.03007925427454651,0.75,0.75,,,,,,,,,
692,251056,2768,0.015077677306563526,1.0,1.0,,,,,,,,,
693,251476,2772,0.0210685232340236,0.75,0.75,,,,,,,,,
694,251768,2776,0.026800127599560082,0.75,0.75,,,,,,,,,
695,252188,2780,0.020572752655969608,0.75,0.75,,,,,,,,,
696,252608,2784,0.017426268093707207,1.0,1.0,,,,,,,,,
697,253028,2788,0.02394167258283357,0.75,0.75,0.03463892928636678,0.5,0.5,,,,,,
698,253288,2792,0.025376792070788225,1.0,1.0,,,,,,,,,
699,253644,2796,0.019401196953578156,1.0,1.0,,,,,,,,,
700,253968,2800,0.02122562631315602,0.75,0.75,,,,,,,,,
701,254292,2804,0.026950336467607066,0.75,0.75,,,,,,,,,
702,254616,2808,0.03178466823537963,0.5,0.5,,,,,,,,,
703,254940,2812,0.022273048681099007,1.0,1.0,,,,,,,,,
704,255296,2816,0.02122818906918977,1.0,1.0,,,,,,,,,
705,255588,2820,0.027153664184069996,1.0,1.0,0.03366842149002917,0.5,0.5,,,,,,
706,255944,2824,0.02110454382076102,1.0,1.0,,,,,,,,,
707,256300,2828,0.020996035197961053,1.0,1.0,,,,,,,,,
708,256624,2832,0.018930580646731875,1.0,1.0,,,,,,,,,
709,256980,2836,0.018071637301890462,1.0,1.0,,,,,,,,,
710,257368,2840,0.019489529999932333,1.0,1.0,,,,,,,,,
711,257756,2844,0.023122510508847893,1.0,1.0,,,,,,,,,
712,258112,2848,0.01921656965863239,1.0,1.0,,,,,,,,,
713,258532,2852,0.021654204726877423,1.0,1.0,0.01940089964390704,1.0,1.0,,,,,,
714,258920,2856,0.018178284176592795,0.75,0.75,,,,,,,,,
715,259244,2860,0.01703851386439123,1.0,1.0,,,,,,,,,
716,259600,2864,0.022508737233007916,1.0,1.0,,,,,,,,,
717,259956,2868,0.018789042989724346,1.0,1.0,,,,,,,,,
718,260280,2872,0.025830030801600273,1.0,1.0,,,,,,,,,
719,260604,2876,0.029048394227429653,0.5,0.5,,,,,,,,,
720,260960,2880,0.021418154958402102,1.0,1.0,,,,,,,,,
721,261316,2884,0.024991350334060334,1.0,1.0,0.01792806828416912,0.75,0.75,,,,,,
722,261672,2888,0.02622592387380157,0.75,0.75,,,,,,,,,
723,262028,2892,0.022352479982087413,0.75,0.75,,,,,,,,,
724,262384,2896,0.0227602788792598,1.0,1.0,,,,,,,,,
725,262740,2900,0.03233965886271179,0.75,0.75,,,,,,,,,
726,263032,2904,0.024282625735760722,1.0,1.0,,,,,,,,,
727,263324,2908,0.02876677417168764,0.5,0.5,,,,,,,,,
728,263712,2912,0.02210263655707285,0.75,0.75,,,,,,,,,
729,264036,2916,0.020715787903509218,1.0,1.0,0.018480293411979345,1.0,1.0,,,,,,
730,264392,2920,0.028141759137501055,0.75,0.75,,,,,,,,,
731,265228,2924,0.011329027498078733,1.0,1.0,,,,,,,,,
732,265520,2928,0.021275581455938556,0.75,0.75,,,,,,,,,
733,265908,2932,0.022306942970971647,1.0,1.0,,,,,,,,,
734,266328,2936,0.015483068423664335,0.75,0.75,,,,,,,,,
735,266716,2940,0.015340724469542696,1.0,1.0,,,,,,,,,
736,267072,2944,0.017900588991479234,1.0,1.0,,,,,,,,,
737,267396,2948,0.02270320614459347,1.0,1.0,0.020170995306677764,1.0,1.0,,,,,,
738,267688,2952,0.023175605952446734,1.0,1.0,,,,,,,,,
739,268044,2956,0.02052453802253153,1.0,1.0,,,,,,,,,
740,268400,2960,0.024529285557913175,1.0,1.0,,,,,,,,,
741,268756,2964,0.021846520121809297,1.0,1.0,,,,,,,,,
742,269144,2968,0.031184729407639274,0.5,0.5,,,,,,,,,
743,269532,2972,0.01627650450187428,1.0,1.0,,,,,,,,,
744,269888,2976,0.025328224095845283,0.75,0.75,,,,,,,,,
745,270212,2980,0.020560327107061356,1.0,1.0,0.03067721850419804,0.5,0.5,,,,,,
746,270536,2984,0.023639021086298218,1.0,1.0,,,,,,,,,
747,270988,2988,0.026395042591396585,1.0,1.0,,,,,,,,,
748,272272,2992,0.01705777747417219,0.75,0.75,,,,,,,,,
749,272628,2996,0.022998325941145016,0.75,0.75,,,,,,,,,
750,272952,3000,0.023894095292910016,1.0,1.0,,,,,,,,,
751,273276,3004,0.022886125172672623,1.0,1.0,,,,,,,,,
752,273632,3008,0.0229398347837089,0.75,0.75,,,,,,,,,
753,273988,3012,0.02140110264429053,1.0,1.0,0.02894832419880889,0.75,0.75,,,,,,
754,274376,3016,0.029357630782087123,0.75,0.75,,,,,,,,,
755,274700,3020,0.024390004471005984,1.0,1.0,,,,,,,,,
756,274960,3024,0.027387731117470573,1.0,1.0,,,,,,,,,
757,275284,3028,0.026496182528440833,0.75,0.75,,,,,,,,,
758,275672,3032,0.016971894980870532,1.0,1.0,,,,,,,,,
759,275996,3036,0.0216705398357272,1.0,1.0,,,,,,,,,
760,276416,3040,0.023839653073881542,0.75,0.75,,,,,,,,,
761,276836,3044,0.021117375767479445,1.0,1.0,0.04246842739076124,0.5,0.5,,,,,,
762,277192,3048,0.017195958612119346,1.0,1.0,,,,,,,,,
763,277516,3052,0.02010367707044273,1.0,1.0,,,,,,,,,
764,277936,3056,0.02571095768455911,1.0,1.0,,,,,,,,,
765,278324,3060,0.020933975634222668,1.0,1.0,,,,,,,,,
766,278648,3064,0.024590092481782153,1.0,1.0,,,,,,,,,
767,278940,3068,0.01833660665532536,1.0,1.0,,,,,,,,,
768,279360,3072,0.01583874124459204,1.0,1.0,,,,,,,,,
769,279652,3076,0.027047812324674885,0.25,0.25,0.027130746598291757,0.75,0.75,,,,,,
770,280104,3080,0.023072025642582573,0.75,0.75,,,,,,,,,
771,280460,3084,0.024448069487255333,0.75,0.75,,,,,,,,,
772,280784,3088,0.02145442929846329,1.0,1.0,,,,,,,,,
