step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1090,395240,4360,0.018409055687450826,1.0,1.0,,,,,,,,,
1091,395596,4364,0.013587864203029133,1.0,1.0,,,,,,,,,
1092,395856,4368,0.0178981481343195,1.0,1.0,,,,,,,,,
1093,396212,4372,0.017816875619618085,1.0,1.0,,,,,,,,,
1094,396664,4376,0.01932633576968903,1.0,1.0,,,,,,,,,
1095,397052,4380,0.017479559564938133,1.0,1.0,,,,,,,,,
1096,397376,4384,0.01912740217719834,1.0,1.0,,,,,,,,,
1097,397732,4388,0.016032926706122122,1.0,1.0,0.018525548773177445,1.0,1.0,,,,,,
1098,398024,4392,0.01613665775912852,1.0,1.0,,,,,,,,,
1099,398316,4396,0.019925153345771333,1.0,1.0,,,,,,,,,
1100,398608,4400,0.016618751754865418,1.0,1.0,,,,,,,,,
1101,398964,4404,0.01741909655863297,1.0,1.0,,,,,,,,,
1102,399416,4408,0.01772735253913243,1.0,1.0,,,,,,,,,
1103,399804,4412,0.013865238671820185,1.0,1.0,,,,,,,,,
1104,400128,4416,0.019020053504270922,1.0,1.0,,,,,,,,,
1105,400484,4420,0.015136651177923267,1.0,1.0,0.04300960081951845,0.75,0.75,,,,,,
1106,400776,4424,0.01808602056687953,1.0,1.0,,,,,,,,,
1107,401132,4428,0.019869462458422398,1.0,1.0,,,,,,,,,
1108,401456,4432,0.01755601314326376,1.0,1.0,,,,,,,,,
1109,401780,4436,0.02264508528740646,1.0,1.0,,,,,,,,,
1110,402136,4440,0.017758422390715286,0.75,0.75,,,,,,,,,
1111,402460,4444,0.016257798902032,1.0,1.0,,,,,,,,,
1112,402816,4448,0.016603288624925255,1.0,1.0,,,,,,,,,
1113,403172,4452,0.017478801491354244,0.75,0.75,0.018121699848441693,1.0,1.0,,,,,,
1114,403496,4456,0.021188340353311557,0.75,0.75,,,,,,,,,
1115,403852,4460,0.014490277488586669,1.0,1.0,,,,,,,,,
1116,404304,4464,0.01970801823864177,1.0,1.0,,,,,,,,,
1117,404628,4468,0.021858827702612806,1.0,1.0,,,,,,,,,
1118,405048,4472,0.017856531535470475,1.0,1.0,,,,,,,,,
1119,405372,4476,0.017662267824689527,1.0,1.0,,,,,,,,,
1120,405696,4480,0.018318502191167135,1.0,1.0,,,,,,,,,
1121,406052,4484,0.015445243831444173,1.0,1.0,0.04896099216978881,0.5,0.5,,,,,,
1122,406376,4488,0.018455676290483457,1.0,1.0,,,,,,,,,
1123,406668,4492,0.01789103557354114,1.0,1.0,,,,,,,,,
1124,407024,4496,0.019064153877379683,1.0,1.0,,,,,,,,,
1125,407476,4500,0.015088952721870188,1.0,1.0,,,,,,,,,
1126,407832,4504,0.018261439924123622,1.0,1.0,,,,,,,,,
1127,408156,4508,0.017503062391682117,1.0,1.0,,,,,,,,,
1128,408576,4512,0.017804161928982248,0.75,0.75,,,,,,,,,
1129,408932,4516,0.016472447922204907,1.0,1.0,0.0796515719935428,0.25,0.25,,,,,,
1130,409256,4520,0.015684482568597,0.75,0.75,,,,,,,,,
1131,409644,4524,0.01880425583287422,1.0,1.0,,,,,,,,,
1132,409968,4528,0.016961139378089633,1.0,1.0,,,,,,,,,
1133,410292,4532,0.021672473606867942,1.0,1.0,,,,,,,,,
1134,410616,4536,0.015704255285262682,1.0,1.0,,,,,,,,,
1135,411004,4540,0.015255098445118085,0.75,0.75,,,,,,,,,
1136,411360,4544,0.013158147119291856,1.0,1.0,,,,,,,,,
1137,411748,4548,0.01879691680206531,1.0,1.0,0.018330903336367,1.0,1.0,,,,,,
1138,412072,4552,0.014599020494333334,1.0,1.0,,,,,,,,,
1139,412460,4556,0.016392392953697012,0.75,0.75,,,,,,,,,
1140,412848,4560,0.014005018668786416,1.0,1.0,,,,,,,,,
1141,413236,4564,0.015569603751207911,0.75,0.75,,,,,,,,,
1142,413560,4568,0.016431223920571707,1.0,1.0,,,,,,,,,
1143,413884,4572,0.01647150605051268,0.75,0.75,,,,,,,,,
1144,414144,4576,0.016388827419129164,1.0,1.0,,,,,,,,,
1145,414468,4580,0.01912966800784125,0.75,0.75,0.08128228079396396,0.5,0.5,,,,,,
1146,414824,4584,0.015369347302456537,1.0,1.0,,,,,,,,,
1147,415212,4588,0.017067873885795552,1.0,1.0,,,,,,,,,
1148,415536,4592,0.017340057523643666,1.0,1.0,,,,,,,,,
1149,415956,4596,0.016961790316370032,1.0,1.0,,,,,,,,,
1150,416184,4600,0.017001033749198577,1.0,1.0,,,,,,,,,
1151,416636,4604,0.016574847159534556,1.0,1.0,,,,,,,,,
1152,416992,4608,0.017705412126358788,1.0,1.0,,,,,,,,,
1153,417380,4612,0.016910574225697406,1.0,1.0,0.04824234552162198,0.5,0.5,,,,,,
1154,417672,4616,0.014244350135996571,1.0,1.0,,,,,,,,,
1155,418028,4620,0.017243934868272828,1.0,1.0,,,,,,,,,
1156,418480,4624,0.015671269633640104,1.0,1.0,,,,,,,,,
1157,418804,4628,0.015223212229876552,1.0,1.0,,,,,,,,,
1158,419128,4632,0.019976671624097657,1.0,1.0,,,,,,,,,
1159,419420,4636,0.016847309925618795,1.0,1.0,,,,,,,,,
1160,419808,4640,0.014846649456477498,1.0,1.0,,,,,,,,,
1161,420164,4644,0.01752490176169485,1.0,1.0,0.04602827507046271,0.75,0.75,,,,,,
1162,420488,4648,0.01405906778030785,1.0,1.0,,,,,,,,,
1163,420780,4652,0.017884313560625684,1.0,1.0,,,,,,,,,
1164,421136,4656,0.015278780163046797,1.0,1.0,,,,,,,,,
1165,421524,4660,0.01754119037055155,1.0,1.0,,,,,,,,,
1166,421912,4664,0.015011693971863969,1.0,1.0,,,,,,,,,
1167,422268,4668,0.015376305327709278,1.0,1.0,,,,,,,,,
1168,422592,4672,0.017783225471935983,1.0,1.0,,,,,,,,,
1169,423012,4676,0.01849011953990809,1.0,1.0,0.02186595077527061,1.0,1.0,,,,,,
1170,423304,4680,0.018885574970414685,1.0,1.0,,,,,,,,,
1171,423628,4684,0.020366304553219257,0.75,0.75,,,,,,,,,
1172,424080,4688,0.01561072160567158,1.0,1.0,,,,,,,,,
1173,424372,4692,0.016767461768054492,1.0,1.0,,,,,,,,,
1174,424728,4696,0.02211117814561731,1.0,1.0,,,,,,,,,
1175,425116,4700,0.015830931643728178,1.0,1.0,,,,,,,,,
1176,425536,4704,0.013848751008796588,1.0,1.0,,,,,,,,,
1177,425892,4708,0.020181999072754562,1.0,1.0,0.019821584578332198,1.0,1.0,,,,,,
1178,426248,4712,0.016922150469337212,1.0,1.0,,,,,,,,,
1179,426604,4716,0.017739286266316216,0.75,0.75,,,,,,,,,
1180,427024,4720,0.016888605983152553,1.0,1.0,,,,,,,,,
1181,427380,4724,0.01727979425784213,1.0,1.0,,,,,,,,,
1182,427768,4728,0.019248418059611524,1.0,1.0,,,,,,,,,
1183,428188,4732,0.0127103283247456,0.75,0.75,,,,,,,,,
1184,428672,4736,0.013406577424240052,0.75,0.75,,,,,,,,,
1185,429060,4740,0.01784167434815515,1.0,1.0,0.032410718955152865,0.75,0.75,,,,,,
1186,429384,4744,0.018645182918131314,1.0,1.0,,,,,,,,,
1187,429708,4748,0.019538406062828223,1.0,1.0,,,,,,,,,
1188,430064,4752,0.01675819204879371,1.0,1.0,,,,,,,,,
1189,430452,4756,0.013501533310115351,1.0,1.0,,,,,,,,,
1190,430776,4760,0.014458332047092409,1.0,1.0,,,,,,,,,
1191,431132,4764,0.018451122007737453,1.0,1.0,,,,,,,,,
1192,431520,4768,0.015971374629758665,1.0,1.0,,,,,,,,,
1193,431908,4772,0.018925204880637387,1.0,1.0,0.017454960304053455,1.0,1.0,,,,,,
1194,432264,4776,0.01406171186878641,1.0,1.0,,,,,,,,,
1195,432588,4780,0.017402010877276646,1.0,1.0,,,,,,,,,
1196,432944,4784,0.015973294156627734,1.0,1.0,,,,,,,,,
1197,433300,4788,0.013667812034568516,1.0,1.0,,,,,,,,,
1198,433656,4792,0.015743080854192164,1.0,1.0,,,,,,,,,
1199,434044,4796,0.017285294800853356,1.0,1.0,,,,,,,,,
1200,434400,4800,0.018633467951283147,1.0,1.0,,,,,,,,,
1201,434724,4804,0.021874779419791053,1.0,1.0,0.043421720285110134,0.75,0.75,,,,,,
1202,435080,4808,0.01830826234251489,1.0,1.0,,,,,,,,,
1203,435436,4812,0.016298386533249443,1.0,1.0,,,,,,,,,
1204,435792,4816,0.016214093292688112,1.0,1.0,,,,,,,,,
1205,436148,4820,0.018488397578141188,1.0,1.0,,,,,,,,,
1206,436504,4824,0.013923854719191397,1.0,1.0,,,,,,,,,
1207,436892,4828,0.016789546548788052,1.0,1.0,,,,,,,,,
1208,437216,4832,0.018831561212244365,1.0,1.0,,,,,,,,,
1209,437540,4836,0.018865852654512304,1.0,1.0,0.017976466321344458,1.0,1.0,,,,,,
1210,437896,4840,0.01785213694336081,1.0,1.0,,,,,,,,,
1211,438156,4844,0.019003743201107016,1.0,1.0,,,,,,,,,
1212,438512,4848,0.020088701428839815,1.0,1.0,,,,,,,,,
1213,438868,4852,0.019958334627827437,1.0,1.0,,,,,,,,,
1214,439288,4856,0.014749699619065505,1.0,1.0,,,,,,,,,
1215,439548,4860,0.020839556043605337,1.0,1.0,,,,,,,,,
1216,439872,4864,0.02095376992605406,1.0,1.0,,,,,,,,,
1217,440196,4868,0.016838220888042398,1.0,1.0,0.06454167777917615,0.5,0.5,,,,,,
1218,440520,4872,0.01722297472468712,1.0,1.0,,,,,,,,,
1219,440844,4876,0.021900287787667606,1.0,1.0,,,,,,,,,
1220,441200,4880,0.016945636194111147,1.0,1.0,,,,,,,,,
1221,441492,4884,0.018726143177956327,0.75,0.75,,,,,,,,,
1222,441880,4888,0.017389430831052384,1.0,1.0,,,,,,,,,
1223,442332,4892,0.015292419055049878,1.0,1.0,,,,,,,,,
1224,442624,4896,0.020211763033085233,0.75,0.75,,,,,,,,,
1225,442980,4900,0.017769905071800467,1.0,1.0,0.01944467997028708,1.0,1.0,,,,,,
1226,443336,4904,0.021086941352356055,1.0,1.0,,,,,,,,,
1227,443628,4908,0.019145736430406665,1.0,1.0,,,,,,,,,
1228,443920,4912,0.0165395605099216,1.0,1.0,,,,,,,,,
1229,444308,4916,0.016013348768206016,1.0,1.0,,,,,,,,,
1230,444664,4920,0.01719680835089304,1.0,1.0,,,,,,,,,
1231,444988,4924,0.01749200303865528,1.0,1.0,,,,,,,,,
1232,445376,4928,0.019093056141587662,1.0,1.0,,,,,,,,,
1233,445764,4932,0.017945951642203476,1.0,1.0,0.02545571362814001,1.0,1.0,,,,,,
1234,446088,4936,0.020845123230065328,1.0,1.0,,,,,,,,,
1235,446444,4940,0.017872449534140526,1.0,1.0,,,,,,,,,
1236,446896,4944,0.021588995707476997,1.0,1.0,,,,,,,,,
1237,447188,4948,0.018357308707240713,1.0,1.0,,,,,,,,,
1238,447576,4952,0.01643213747519265,1.0,1.0,,,,,,,,,
1239,447932,4956,0.020583588773127076,1.0,1.0,,,,,,,,,
1240,448256,4960,0.014808929930555183,1.0,1.0,,,,,,,,,
1241,448676,4964,0.015646875570075047,1.0,1.0,0.021894310619007113,1.0,1.0,,,,,,
1242,449032,4968,0.021692559304584934,1.0,1.0,,,,,,,,,
1243,449452,4972,0.01897510516488632,1.0,1.0,,,,,,,,,
1244,449744,4976,0.020821131240679528,1.0,1.0,,,,,,,,,
1245,450196,4980,0.014514427080050173,1.0,1.0,,,,,,,,,
1246,450552,4984,0.01544204693734753,1.0,1.0,,,,,,,,,
1247,450844,4988,0.022229037574897602,1.0,1.0,,,,,,,,,
1248,451200,4992,0.0183038039016841,1.0,1.0,,,,,,,,,
1249,451556,4996,0.016602129352971215,0.75,0.75,0.061266068409204316,0.75,0.75,,,,,,
1250,451944,5000,0.019565386810916668,0.75,0.75,,,,,,,,,
1251,452300,5004,0.01915769984204632,1.0,1.0,,,,,,,,,
1252,452752,5008,0.013536338572296568,1.0,1.0,,,,,,,,,
1253,453076,5012,0.018001351335788028,1.0,1.0,,,,,,,,,
1254,453400,5016,0.01905426035759551,0.75,0.75,,,,,,,,,
1255,453756,5020,0.018960713272908276,1.0,1.0,,,,,,,,,
1256,454080,5024,0.01502970124440591,1.0,1.0,,,,,,,,,
1257,454404,5028,0.01870933799652881,1.0,1.0,0.05668757815111998,0.75,0.75,,,,,,
1258,454792,5032,0.0177669512115998,1.0,1.0,,,,,,,,,
1259,455148,5036,0.014584113506017763,1.0,1.0,,,,,,,,,
1260,455472,5040,0.020398958257637562,1.0,1.0,,,,,,,,,
1261,455924,5044,0.014735154307631592,1.0,1.0,,,,,,,,,
1262,456280,5048,0.01900558019117432,1.0,1.0,,,,,,,,,
1263,456636,5052,0.016995582290058146,1.0,1.0,,,,,,,,,
1264,457024,5056,0.018219898456660815,1.0,1.0,,,,,,,,,
1265,457348,5060,0.016856176802738532,1.0,1.0,0.053060190239316664,0.75,0.75,,,,,,
1266,457704,5064,0.01588113644604362,1.0,1.0,,,,,,,,,
1267,458028,5068,0.015590699336499042,1.0,1.0,,,,,,,,,
1268,458384,5072,0.019413577439754137,1.0,1.0,,,,,,,,,
1269,458708,5076,0.018093998695854256,1.0,1.0,,,,,,,,,
1270,459064,5080,0.020293572802167793,1.0,1.0,,,,,,,,,
1271,459388,5084,0.017002309646434774,1.0,1.0,,,,,,,,,
1272,459648,5088,0.016516880278680954,1.0,1.0,,,,,,,,,
1273,460004,5092,0.013586332248171571,1.0,1.0,0.09921380332387092,0.5,0.5,,,,,,
1274,460328,5096,0.01761190852248184,1.0,1.0,,,,,,,,,
1275,460716,5100,0.0172603730155177,1.0,1.0,,,,,,,,,
1276,461040,5104,0.01658253768903803,1.0,1.0,,,,,,,,,
1277,461364,5108,0.023802741628114354,1.0,1.0,,,,,,,,,
1278,461656,5112,0.014966353824130866,1.0,1.0,,,,,,,,,
1279,462012,5116,0.014663814138533508,1.0,1.0,,,,,,,,,
1280,462400,5120,0.01607274491689162,1.0,1.0,,,,,,,,,
1281,462788,5124,0.014699723854933807,1.0,1.0,0.06737165164326997,0.5,0.5,,,,,,
1282,463144,5128,0.017850774618377332,1.0,1.0,,,,,,,,,
1283,463500,5132,0.019698077067241252,1.0,1.0,,,,,,,,,
1284,463888,5136,0.015328619142481978,1.0,1.0,,,,,,,,,
1285,464276,5140,0.011552448166186965,1.0,1.0,,,,,,,,,
1286,464696,5144,0.017640946710678722,1.0,1.0,,,,,,,,,
1287,465084,5148,0.017695128920164793,1.0,1.0,,,,,,,,,
1288,465440,5152,0.017626558215691066,1.0,1.0,,,,,,,,,
1289,465764,5156,0.017921654643914844,0.75,0.75,0.09970031229887047,0.5,0.5,,,,,,
1290,466152,5160,0.018208652698405613,1.0,1.0,,,,,,,,,
1291,466476,5164,0.017053897792269117,1.0,1.0,,,,,,,,,
1292,466832,5168,0.0157336229008084,1.0,1.0,,,,,,,,,
1293,467188,5172,0.01565261199288882,1.0,1.0,,,,,,,,,
1294,467512,5176,0.015572312678200561,1.0,1.0,,,,,,,,,
1295,467868,5180,0.01957133936163296,1.0,1.0,,,,,,,,,
1296,468224,5184,0.01735247239010065,1.0,1.0,,,,,,,,,
1297,468580,5188,0.01722408778292621,1.0,1.0,0.02456155257452554,0.75,0.75,,,,,,
1298,469000,5192,0.018722937357416643,1.0,1.0,,,,,,,,,
1299,469356,5196,0.01667153025542417,1.0,1.0,,,,,,,,,
1300,469840,5200,0.014437197697239335,1.0,1.0,,,,,,,,,
1301,470196,5204,0.015778214908242376,1.0,1.0,,,,,,,,,
1302,470616,5208,0.017703520513550283,0.75,0.75,,,,,,,,,
1303,470972,5212,0.01399276071687517,1.0,1.0,,,,,,,,,
1304,471328,5216,0.017241786315531946,1.0,1.0,,,,,,,,,
1305,471684,5220,0.017664677405462813,1.0,1.0,0.023031360261205336,1.0,1.0,,,,,,
1306,472040,5224,0.01955768492592969,1.0,1.0,,,,,,,,,
1307,472460,5228,0.016532860997841646,1.0,1.0,,,,,,,,,
1308,473072,5232,0.008769960208426835,1.0,1.0,,,,,,,,,
1309,473396,5236,0.02063731930764205,1.0,1.0,,,,,,,,,
1310,473720,5240,0.015578115852222971,1.0,1.0,,,,,,,,,
1311,474108,5244,0.01663107880205827,1.0,1.0,,,,,,,,,
1312,474560,5248,0.01553660735908637,1.0,1.0,,,,,,,,,
1313,474852,5252,0.0208773851145016,1.0,1.0,0.07893086489557989,0.75,0.75,,,,,,
1314,475176,5256,0.018046363216187876,1.0,1.0,,,,,,,,,
1315,475532,5260,0.02014177806349333,1.0,1.0,,,,,,,,,
1316,475856,5264,0.0196002719867918,1.0,1.0,,,,,,,,,
1317,476212,5268,0.018802303443102596,1.0,1.0,,,,,,,,,
1318,476568,5272,0.020369356912476513,1.0,1.0,,,,,,,,,
1319,476892,5276,0.0164837918908601,1.0,1.0,,,,,,,,,
1320,477216,5280,0.017074803219973917,1.0,1.0,,,,,,,,,
1321,477636,5284,0.014042372064435094,1.0,1.0,0.035248508749206084,0.75,0.75,,,,,,
1322,477928,5288,0.01772941520819578,1.0,1.0,,,,,,,,,
1323,479212,5292,0.014732975291584963,1.0,1.0,,,,,,,,,
1324,479600,5296,0.018821109340398986,1.0,1.0,,,,,,,,,
1325,479956,5300,0.017208735931889582,1.0,1.0,,,,,,,,,
1326,480280,5304,0.01823512409147506,1.0,1.0,,,,,,,,,
1327,480604,5308,0.01791774663144273,1.0,1.0,,,,,,,,,
1328,481024,5312,0.01828751204005409,1.0,1.0,,,,,,,,,
1329,481348,5316,0.01692394512268221,1.0,1.0,0.037267404359938514,0.75,0.75,,,,,,
1330,481640,5320,0.017285651335305754,1.0,1.0,,,,,,,,,
1331,481964,5324,0.016620487867148988,1.0,1.0,,,,,,,,,
1332,482352,5328,0.016862737925894086,1.0,1.0,,,,,,,,,
1333,482644,5332,0.015884808850015617,1.0,1.0,,,,,,,,,
1334,483096,5336,0.015042634874481061,1.0,1.0,,,,,,,,,
1335,483420,5340,0.017847932178716375,1.0,1.0,,,,,,,,,
1336,483808,5344,0.015930724245807177,1.0,1.0,,,,,,,,,
1337,484164,5348,0.020292753048362814,1.0,1.0,0.036043633832337295,0.75,0.75,,,,,,
1338,484456,5352,0.017721499163425372,1.0,1.0,,,,,,,,,
1339,484812,5356,0.021053122108885696,1.0,1.0,,,,,,,,,
1340,485200,5360,0.02077217613361474,1.0,1.0,,,,,,,,,
1341,485492,5364,0.017622898981693613,1.0,1.0,,,,,,,,,
1342,485848,5368,0.018774237202114075,1.0,1.0,,,,,,,,,
1343,486236,5372,0.018740677079993443,1.0,1.0,,,,,,,,,
1344,486528,5376,0.018318822708251574,0.75,0.75,,,,,,,,,
1345,486852,5380,0.017551075143913804,1.0,1.0,0.07084018814272737,0.5,0.5,,,,,,
1346,487208,5384,0.017405708784614258,1.0,1.0,,,,,,,,,
1347,487500,5388,0.018273675966007936,1.0,1.0,,,,,,,,,
1348,487888,5392,0.015439777062237625,1.0,1.0,,,,,,,,,
1349,488244,5396,0.01825735010329722,1.0,1.0,,,,,,,,,
1350,488600,5400,0.01773721267054941,1.0,1.0,,,,,,,,,
1351,488892,5404,0.021731875787703667,1.0,1.0,,,,,,,,,
1352,489152,5408,0.018358676517092415,1.0,1.0,,,,,,,,,
1353,489540,5412,0.015651603850317622,1.0,1.0,0.026280655443796062,0.75,0.75,,,,,,
1354,489896,5416,0.015158134918446621,1.0,1.0,,,,,,,,,
1355,490220,5420,0.01785135620602172,1.0,1.0,,,,,,,,,
1356,490576,5424,0.0208320966649902,1.0,1.0,,,,,,,,,
1357,490836,5428,0.021127740659172962,1.0,1.0,,,,,,,,,
1358,491160,5432,0.01713186542150437,1.0,1.0,,,,,,,,,
1359,491580,5436,0.017597835398594122,1.0,1.0,,,,,,,,,
1360,492416,5440,0.008456209701216716,0.75,0.75,,,,,,,,,
1361,492836,5444,0.016501683598791138,1.0,1.0,0.018987217555957222,1.0,1.0,,,,,,
1362,493192,5448,0.01649493675126182,0.75,0.75,,,,,,,,,
1363,493580,5452,0.013310413009567245,1.0,1.0,,,,,,,,,
1364,493968,5456,0.018630267395470388,1.0,1.0,,,,,,,,,
1365,494324,5460,0.018486761241553715,0.75,0.75,,,,,,,,,
1366,494648,5464,0.019096843784575483,1.0,1.0,,,,,,,,,
1367,495036,5468,0.016466902944571985,1.0,1.0,,,,,,,,,
1368,495360,5472,0.015382081454077757,1.0,1.0,,,,,,,,,
1369,495716,5476,0.01798255821605839,1.0,1.0,0.02399353923949115,0.75,0.75,,,,,,
1370,496072,5480,0.015252643139442483,1.0,1.0,,,,,,,,,
1371,496364,5484,0.018562607759233365,1.0,1.0,,,,,,,,,
1372,496784,5488,0.016001983826568093,1.0,1.0,,,,,,,,,
1373,497172,5492,0.014273294363908293,1.0,1.0,,,,,,,,,
1374,497592,5496,0.016024841220825238,1.0,1.0,,,,,,,,,
1375,497980,5500,0.020675038960486825,1.0,1.0,,,,,,,,,
1376,498400,5504,0.013015625876000584,1.0,1.0,,,,,,,,,
1377,498820,5508,0.01438322730597901,1.0,1.0,0.0385080839989219,0.75,0.75,,,,,,
1378,499144,5512,0.019739333829306593,1.0,1.0,,,,,,,,,
1379,499500,5516,0.021816014697937577,0.75,0.75,,,,,,,,,
1380,499856,5520,0.014200046093793117,1.0,1.0,,,,,,,,,
1381,500180,5524,0.016600109442935565,1.0,1.0,,,,,,,,,
1382,500504,5528,0.013830078438125431,1.0,1.0,,,,,,,,,
1383,500796,5532,0.01871632398088626,1.0,1.0,,,,,,,,,
1384,501152,5536,0.017126473647196112,1.0,1.0,,,,,,,,,
1385,501540,5540,0.018125077786809485,1.0,1.0,0.025245559049617818,1.0,1.0,,,,,,
1386,501864,5544,0.019277467888906625,1.0,1.0,,,,,,,,,
1387,502188,5548,0.018083281992762996,1.0,1.0,,,,,,,,,
1388,502448,5552,0.014896981707793293,1.0,1.0,,,,,,,,,
1389,502772,5556,0.015037927440862981,1.0,1.0,,,,,,,,,
1390,503096,5560,0.016926391286218655,1.0,1.0,,,,,,,,,
1391,503516,5564,0.020802437502582375,1.0,1.0,,,,,,,,,
1392,503808,5568,0.016015827837114034,1.0,1.0,,,,,,,,,
1393,504132,5572,0.020613422679749173,1.0,1.0,0.06250308003623559,0.75,0.75,,,,,,
1394,504552,5576,0.014282715960292597,1.0,1.0,,,,,,,,,
1395,504844,5580,0.01964841795437995,1.0,1.0,,,,,,,,,
1396,505168,5584,0.01518209674617774,1.0,1.0,,,,,,,,,
1397,505588,5588,0.018498098680029974,1.0,1.0,,,,,,,,,
1398,505944,5592,0.017501750580070693,0.75,0.75,,,,,,,,,
1399,506268,5596,0.018858201080188392,1.0,1.0,,,,,,,,,
1400,506624,5600,0.01672777728256788,1.0,1.0,,,,,,,,,
1401,506948,5604,0.02367002420617942,1.0,1.0,0.10330591852227347,0.5,0.5,,,,,,
1402,507272,5608,0.016292246566974124,1.0,1.0,,,,,,,,,
1403,507564,5612,0.014681295197765669,1.0,1.0,,,,,,,,,
1404,507920,5616,0.01687471860166087,1.0,1.0,,,,,,,,,
1405,508276,5620,0.014865811920978923,1.0,1.0,,,,,,,,,
1406,508632,5624,0.015731414579727276,1.0,1.0,,,,,,,,,
1407,508988,5628,0.01715116079673757,0.75,0.75,,,,,,,,,
1408,509344,5632,0.019903490051498888,0.75,0.75,,,,,,,,,
1409,509636,5636,0.015389923752097702,1.0,1.0,0.019761062226746364,1.0,1.0,,,,,,
1410,510088,5640,0.013167893243849446,1.0,1.0,,,,,,,,,
1411,510444,5644,0.01886466774300611,1.0,1.0,,,,,,,,,
1412,510800,5648,0.01817725611610463,1.0,1.0,,,,,,,,,
1413,511060,5652,0.014607710395875138,1.0,1.0,,,,,,,,,
1414,511480,5656,0.014919495988526125,1.0,1.0,,,,,,,,,
1415,511836,5660,0.01700237806119736,1.0,1.0,,,,,,,,,
1416,512192,5664,0.016547287249073176,1.0,1.0,,,,,,,,,
1417,512516,5668,0.015865958265066548,1.0,1.0,0.022683664348127082,1.0,1.0,,,,,,
1418,512904,5672,0.01520383401927628,1.0,1.0,,,,,,,,,
1419,513196,5676,0.015492346460025452,0.75,0.75,,,,,,,,,
1420,513648,5680,0.011262873831942355,1.0,1.0,,,,,,,,,
1421,514036,5684,0.017162079239571398,1.0,1.0,,,,,,,,,
1422,514424,5688,0.019293233918196553,1.0,1.0,,,,,,,,,
1423,514716,5692,0.022677391356661178,1.0,1.0,,,,,,,,,
1424,515072,5696,0.02061014302007356,1.0,1.0,,,,,,,,,
1425,515428,5700,0.019338272802415027,1.0,1.0,0.0719789458439522,0.5,0.5,,,,,,
1426,515784,5704,0.01781289912306297,1.0,1.0,,,,,,,,,
1427,516140,5708,0.015896322145662427,1.0,1.0,,,,,,,,,
1428,516528,5712,0.016588665884866263,1.0,1.0,,,,,,,,,
1429,516948,5716,0.013457010839680095,1.0,1.0,,,,,,,,,
1430,517272,5720,0.017731522526549033,1.0,1.0,,,,,,,,,
1431,517692,5724,0.013617373102701296,1.0,1.0,,,,,,,,,
1432,518016,5728,0.018638358312427213,1.0,1.0,,,,,,,,,
1433,518340,5732,0.019887075000807546,1.0,1.0,0.035373380546176676,0.75,0.75,,,,,,
1434,518728,5736,0.015544562539829923,1.0,1.0,,,,,,,,,
1435,519116,5740,0.01756866955143592,1.0,1.0,,,,,,,,,
1436,519440,5744,0.018821176991759215,1.0,1.0,,,,,,,,,
1437,519796,5748,0.02067097776550483,1.0,1.0,,,,,,,,,
1438,520216,5752,0.012337922727890869,0.75,0.75,,,,,,,,,
1439,520540,5756,0.016857733757190466,1.0,1.0,,,,,,,,,
1440,520896,5760,0.019794510511143632,1.0,1.0,,,,,,,,,
1441,521252,5764,0.015899638043221802,1.0,1.0,0.020039778533256697,1.0,1.0,,,,,,
1442,521576,5768,0.01582307258410532,1.0,1.0,,,,,,,,,
1443,521868,5772,0.01523787289140216,1.0,1.0,,,,,,,,,
1444,522224,5776,0.018299697086059375,1.0,1.0,,,,,,,,,
1445,522676,5780,0.014262161812585486,1.0,1.0,,,,,,,,,
1446,523032,5784,0.018248443704686604,1.0,1.0,,,,,,,,,
1447,523388,5788,0.019181642356473624,1.0,1.0,,,,,,,,,
1448,523808,5792,0.01608001643937091,1.0,1.0,,,,,,,,,
1449,524100,5796,0.017813262160465373,1.0,1.0,0.015639768841649734,1.0,1.0,,,,,,
1450,524488,5800,0.015810891264244616,1.0,1.0,,,,,,,,,
1451,524940,5804,0.01750167446052003,1.0,1.0,,,,,,,,,
1452,525232,5808,0.017113019914595004,1.0,1.0,,,,,,,,,
1453,525556,5812,0.02720858948860831,0.75,0.75,,,,,,,,,
1454,525912,5816,0.01421790174207505,1.0,1.0,,,,,,,,,
1455,526236,5820,0.01264481922854233,1.0,1.0,,,,,,,,,
1456,526624,5824,0.02013308002919643,1.0,1.0,,,,,,,,,
1457,527012,5828,0.018757250458788653,1.0,1.0,0.10704069230519435,0.5,0.5,,,,,,
1458,527784,5832,0.008655125661419209,1.0,1.0,,,,,,,,,
1459,528204,5836,0.019140028915768888,1.0,1.0,,,,,,,,,
1460,528528,5840,0.018025638518526784,1.0,1.0,,,,,,,,,
1461,528884,5844,0.016667425250089813,1.0,1.0,,,,,,,,,
1462,529208,5848,0.01727430479123445,1.0,1.0,,,,,,,,,
1463,529532,5852,0.014780391333198922,1.0,1.0,,,,,,,,,
1464,529888,5856,0.0171959774618427,1.0,1.0,,,,,,,,,
1465,530244,5860,0.01775205239344468,1.0,1.0,0.019387043366973236,1.0,1.0,,,,,,
1466,530632,5864,0.01669029345824377,1.0,1.0,,,,,,,,,
1467,530988,5868,0.016309665058915936,1.0,1.0,,,,,,,,,
